Name,SMILES,LOG_SOL,LOG_HLM,LOG_RLM,LOG_MDR1_ER,LOG_HPPB,LOG_RPPB,cluster,ds
Mol153,CC[C@H]1[C@@H](COc2nccc3cc(C(N)=O)c(OC)cc23)NC(=O)[C@H]1F,1.729002709,1.543596268,2.338270185,1.790315225,,,883,test
Mol154,C[C@@]1(c2ncncc2F)NC(=O)c2cc(-c3cn[nH]c3)ccc21,1.573741642,0.675686709,1.542707193,1.338596624,,,461,train
Mol155,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.811239773,1.113241232,1.775967056,1.800036621,,,1356,test
Mol156,CC(C)(C)OC(=O)c1ccc(-n2[nH]cc(-n3ccnn3)c2=O)nc1,,0.675686709,1.316263972,0.076390223,,,1707,test
Mol157,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,1.663229635,1.169292275,1.027920136,1.364447066,1.209139536,,1416,train
Mol158,Nc1ncc(-c2cc(C3C4CN(C5COC5)CC43)n(CC3CC3)n2)cc1C(F)(F)F,0.484299839,1.11320777,1.861122024,0.038995578,,,937,train
Mol159,NS(=O)(=O)C#Cc1ccccc1,,1.023705043,1.027920136,,,,93,train
Mol160,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,0.579783597,1.506071875,2.591679978,0.595868979,,,12,test
Mol161,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(Oc4ccnc(C(=O)NC)c4)cc3)ncc2F)c1,,1.822599543,2.50806218,1.121361739,-0.403402904,,12,test
Mol162,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,1.770115295,1.89741814,3.308929409,1.938640339,0.838502776,,1431,test
Mol163,CC#CC(=O)N1CCC[C@@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,,1.868620931,2.439157361,1.569956172,0.975868182,,13,train
Mol164,N#CN1CCC[C@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,1.555094449,0.675686709,1.833892616,1.518767974,,,543,train
Mol165,CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)N(C)C)c3)c(C)nc12,1.660960292,2.357256208,2.901441974,1.830458485,0.681693392,,1726,train
Mol166,Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,0.770852012,0.948364056,1.693999396,1.007718092,0.639386869,,6,train
Mol167,CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1,1.837525309,0.819280647,2.348908172,1.300833724,1.068760828,,1303,train
Mol168,COc1ccc(OCC(=O)Nc2cccc(Cl)c2N2CCN(C(C)=O)CC2)cc1,0.672097858,2.257044666,3.525185185,0.03929184,0.700790221,,49,test
Mol169,c1ccc(-c2ccc(CN3CCCCCCC3)cc2)cc1,0.977723605,1.596179092,3.184623585,-0.170520498,-0.614393726,,16,test
Mol170,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)COc2ccccc2Cl)CC1,1.290034611,2.633232054,3.553730633,,0.256958153,,49,test
Mol171,CCC(=O)N1CCN(c2ccc(Cl)cc2NC(=O)COc2ccccc2)CC1,,1.946432613,3.264134452,-0.060058571,0.250420002,,49,test
Mol172,Cc1ccc(Oc2ccc(Cl)cc2NC(=O)CN(C)CC(=O)N(C)C)cc1,,3.021840253,3.383449292,0.207002444,-0.053056729,,49,test
Mol173,O=C(c1sc(N2CCOCC2)nc1-c1ccccc1)N1CCCCC1,1.766115283,1.653357254,2.926789889,0.071460027,,,13,train
Mol174,Cc1ccccc1-c1nc(Cn2ccnc2C(C)C)c(C)o1,1.690284703,2.490768687,3.43425888,-0.135369281,,,408,test
Mol175,CCc1nc2cc(-c3c(OC)cccc3OC)ccc2o1,1.279210513,1.695253962,3.575702918,-0.337017946,,,885,test
Mol176,O=C(C1CCC(O)CC1)N1CCCN(c2ccc(F)cc2)CC1,1.906873535,1.076312688,2.313915707,0.670317142,,,1489,train
Mol177,CCn1ncnc1-c1[nH]cnc1-c1ccccc1,1.362293938,0.675686709,1.681621079,0.339381008,,,157,train
Mol178,Cc1nnc(NCCc2ccc3c(c2)OCO3)c(C#N)c1C,1.350248018,1.7170544,2.970806966,-0.19630943,,,742,test
Mol179,Cc1nc(N2CCn3ccnc3C2)c2cnn(C)c2n1,1.517063873,1.021023822,1.027920136,0.559750833,,,434,test
Mol180,Cc1cc(CN(C)Cc2cscn2)no1,1.457124626,0.675686709,1.397000918,-0.270255541,,,160,train
Mol181,Cc1occc1C(=O)NCC(=O)Nc1nc2cc(Cl)ccc2n1C,1.434568904,0.977449227,2.290499837,0.117710441,,,761,test
Mol182,CCNC(=O)c1ccc(CS(C)(=O)=O)cc1,1.611723308,0.675686709,1.314920056,0.419051029,,,100,test
Mol183,c1ccc(-c2noc(NC3CC3)n2)cc1,1.451786436,1.920138986,2.250100263,-0.092188594,,,1544,train
Mol184,Cc1nn(C)c2sc(C(=O)N3CCC(C(=O)O)(c4ccccc4)CC3)cc12,1.867644234,0.675686709,1.027920136,0.931334559,,,1375,test
Mol185,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,1.89187183,0.900913068,2.355369136,1.354911115,,,1592,test
Mol186,O=C(NCC1(c2ccc(F)cc2)CCOCC1)c1ccccn1,1.69862243,1.064719984,2.652403974,-0.100728009,,,1108,train
Mol187,COc1cc(OC)cc(-c2nnc(SCC(=O)Nc3cccc(C(=O)O)c3)s2)c1,1.591064607,0.675686709,1.684324614,-0.032341716,,,172,train
Mol188,O=C(CSc1nccn1C1CC1)Nc1c(Cl)cc(Cl)cc1C(=O)O,0.385606274,1.618654639,2.309415096,0.918286406,,,1428,train
Mol189,CCN1CCC(CNC(=O)c2cc(C)nc3cc(F)ccc23)CC1,1.57054294,0.675686709,1.027920136,1.404609905,,,1387,train
Mol190,COc1ccc(CCC(=O)N2CCCNCC2)cc1,1.552668216,0.675686709,1.027920136,0.440998893,,,62,train
Mol191,Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,1.826851948,1.376923524,2.088444417,0.721393992,,,1423,test
Mol192,O=C(CSc1nc2nc(O)cc(O)c2s1)c1ccc(-c2ccccc2)cc1,0.84509804,2.14248958,2.105738342,-0.057671611,,,23,test
Mol193,C#CCNC(=O)CN1CCCN(C(=O)c2cccc(C)n2)CC1,1.562530769,0.675686709,1.194764024,1.512232302,,,13,train
Mol194,CN(C)c1ccc2c(c1)OCCN2C(=O)NCc1cccnc1,1.682325619,1.372838388,2.872877942,0.42550367,,,1444,train
Mol195,O=C(NCc1ccc(CO)c(F)c1)Nc1ccccc1,1.546542663,0.675686709,1.317080886,-0.369700232,,,22,test
Mol196,CCCOc1ccccc1C(=O)N1CC(Oc2cccc(OC)c2)C1,1.626340367,1.967707064,3.134906696,-0.142465812,,,181,train
Mol197,O=C(c1ccc(-n2cccn2)nc1)N1CCN(c2ccccc2O)CC1,1.62838893,0.764026608,2.10436418,-0.126760545,,,313,train
Mol198,COc1ccc(CCNCc2ccc(-c3ccccc3)o2)cc1OC,1.870813424,1.805113286,3.03685317,-0.009030745,,,678,train
Mol199,CSCC(=O)N1CCN(C(=O)CSC)C2(CCCCC2)C1,1.703549298,1.762205758,2.938697809,0.726992124,,,465,train
Mol200,CCCCNC(=O)c1cccc2ncccc12,1.467312063,0.675686709,1.446832188,-0.199648056,,,310,train
Mol201,COc1cccc(OCCCn2cncc2-c2cc3c(cc2C)n(C)c(=O)n3C)c1,1.743274524,1.584059705,2.546181012,2.154630822,,,273,train
Mol202,Cc1ccc(C(=O)N2CCN(C(=O)NCC(=O)N3CCCC3)CC2)cc1F,1.87875152,0.675686709,1.347583686,1.782746675,,,2,train
Mol203,COC(=O)c1c(C)[nH]c(C(=O)N(C)Cc2ccc(OC)c(F)c2)c1C,1.674585602,1.740560051,2.771466214,0.175740046,,,167,test
Mol204,Cc1cc(OCC(=O)N(C)C2CCCCCCC2)no1,1.642068627,1.752923841,3.345284314,-0.116378676,,,96,train
Mol205,CC(C)CNc1nnc(SCc2ccncc2)s1,1.680788612,1.490239485,2.800070653,0.014270843,,,650,train
Mol206,COc1c(C)cccc1CN1CCC(O)(c2ccc(F)cc2)CC1,1.59900924,1.444481995,3.106687484,-0.23617028,,,226,test
Mol207,Cc1nn(-c2ccc(C(=O)O)cc2C#Cc2ccccc2)c(C)c1C,1.666424373,0.675686709,2.774355626,0.582203374,,,1686,train
Mol208,Cc1cc(C)nc(Nc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc2)n1,1.823637222,0.918082785,2.072025522,1.615671302,,,4,train
Mol209,CCc1nc2ccccc2n1CC(=O)N1CCNC(=O)C1,1.704150517,0.675686709,1.027920136,0.586423039,,,29,test
Mol210,O=C1Nc2ccccc2O[C@H]2C[C@@H]1N(CC1CC1)C2,1.624282096,1.160948481,2.575853791,-0.07023367,,,448,train
Mol211,CCN(C/C=C/c1ccc(F)cc1)Cc1nc(COC)no1,1.504742636,1.413500935,2.935639247,-0.278250113,,,878,test
Mol212,CC(=O)Nc1ccc2nc(C)cc(O)c2c1,1.587710965,0.675686709,1.027920136,0.190366194,,,5,test
Mol213,O=C(NC[C@@H]1CCN(c2ccccc2)C1)N1CCc2ccccc2C1,1.075546961,2.229848158,3.335113337,-0.15097669,,,3,train
Mol214,CC1CCN(CCNC(=O)c2ccncc2)CC1,1.533899101,0.675686709,2.690079071,0.361139584,,,559,train
Mol215,CCN1CCC(N(C)c2ncnc3c2cnn3C)CC1,1.614897216,2.181949292,1.567955163,0.002661153,,,146,train
Mol216,CN(CC#N)C(=O)c1cccc(CN2CCCC2)c1,1.543074235,0.675686709,2.508392339,0.412682232,,,16,test
Mol217,Cc1cc2nc(CCC(=O)N3CCC(c4ccc(C(=O)N(C)C)c(N)n4)CC3)[nH]c2cc1C,1.59835271,2.02843704,2.505620661,1.558763104,,,4,train
Mol218,O=C(c1cc2ccccc2[nH]1)N1C[C@@H](O)[C@H](N2CCOCC2)C1,1.658869592,0.675686709,1.246695495,-0.368291709,,,63,train
Mol219,CNC(=O)C1CCN(Cc2ncc(-c3ccc(F)cc3)o2)CC1,1.29666519,0.675686709,1.05095946,0.68632098,,,499,train
Mol220,COc1ccc(C)cc1NC(=O)CN1CCc2ccccc2C1,1.191171456,2.280145681,3.365992559,-0.303720877,,,498,train
Mol221,O=C(CCOc1ccccc1)N1CCCC1,1.589949601,0.675686709,1.93230123,-0.266902376,,,143,train
Mol222,c1ccc(-c2n[nH]c(C3CCN(c4ccccn4)CC3)n2)cc1,1.536558443,1.197638876,2.64325325,-0.011510521,,,138,test
Mol223,COc1ccc(-n2cc3c(c2-c2ccccc2Br)c(=O)n(C)c(=O)n3C)cc1,0.691965103,1.574575243,2.717138541,-0.02430358,,,500,train
Mol224,CC(=O)N1CCC[C@H]1C(=O)Nc1cccc(OC(F)F)c1,1.671635597,0.675686709,1.497593031,0.153630331,,,505,test
Mol225,COc1ccc(CN2CCC(c3nc(C(C)C)no3)CC2)c(F)c1,1.67329744,1.544489726,3.233032935,-0.109525737,,,946,train
Mol226,Cc1nnc(NCC(=O)N2CCc3sccc3C2)c(C#N)c1C,1.553883027,1.237367773,2.425750988,0.116120914,,,575,test
Mol227,CCNC(=O)C1CN(c2cccc(C#N)n2)C1,1.632558515,0.675686709,1.027920136,0.315174587,,,479,train
Mol228,O[C@@H]1C[C@@H](c2nc(-c3ccccc3)no2)N(Cc2ccccc2)C1,1.619093331,1.733935179,2.958203016,-0.268729169,,,126,test
Mol229,CCCn1cc(C(=O)N2CCC(c3n[nH]cc3C(=O)N(C)Cc3ccccc3)CC2)cn1,1.656098202,2.109848421,2.74931418,0.975399512,,,52,test
Mol230,c1ccc(CO[C@@H]2CCC[C@H]2n2cc(-c3nccs3)nn2)cc1,1.195346058,1.800923182,3.479500594,-0.181738372,,,1296,test
Mol231,Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,1.80611211,1.967599452,2.973620083,-0.16098287,,,96,train
Mol232,NCc1cccc(C(=O)N2CCCC2)c1,1.404833717,0.675686709,1.027920136,0.5543775,,,2,train
Mol233,Cc1ncsc1CN1CCCN(c2nc3ccccc3[nH]2)CC1,1.714916248,1.562506984,2.714158691,1.702451405,,,152,train
Mol234,Cc1ccccc1CNC(=O)c1ccc(-n2ccnc2)nc1,1.639386869,0.675686709,1.548119052,-0.06221257,,,751,train
Mol235,O=C(NCc1cnn(-c2ccccc2)c1)C1CCC1,1.501196242,0.675686709,2.066966643,-0.140815448,,,3,train
Mol236,CNC(=O)c1ccc(N2CCCC2)nc1,1.540329475,1.650200637,1.764295715,-0.236228965,,,313,train
Mol237,Cc1cc(C)nc(N(C)CC(=O)NC2CC2)n1,1.542825427,0.675686709,1.364006614,-0.053479359,,,201,train
Mol238,Cc1cc(C(=O)Nc2cccc3ncccc23)on1,1.656768779,0.675686709,1.044304519,-0.252510249,,,30,test
Mol239,CN(c1ncnc2c1cnn2CCO)C1CCCCC1,1.650307523,0.675686709,1.889178401,-0.172579322,,,146,train
Mol240,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,1.646893624,1.612222088,2.832521686,1.714754156,,,1287,train
Mol241,CN1CCN(c2ccc(NC(=O)c3ccccc3Cl)nc2)CC1,1.660486016,0.675686709,2.54333533,-0.281105523,,,70,test
Mol242,Cc1cc(OCc2ncc(C(C)(C)C)o2)nn1C,1.266936911,1.444638031,2.816379854,-0.145366276,,,918,test
Mol243,Clc1cccc(CNc2nc(C3CC3)no2)c1,1.466719372,1.342442421,2.218144096,-0.322188489,,,938,train
Mol244,Cc1ccc(-c2nc(NCc3ccco3)ncc2-c2cc(C)no2)cn1,1.012837225,1.942241269,2.691941269,-0.004929367,,,317,test
Mol245,O=C(c1ccccc1F)N1CCC[C@@H]1Cn1nnn(-c2cccs2)c1=O,1.51851394,1.795344637,3.094085578,-0.114248674,,,457,train
Mol246,COc1nc(C)nc(N(C)Cc2nccs2)c1C,1.473778835,2.116677465,2.706250814,-0.33100967,,,1193,train
Mol247,O=C(c1ccc2c(c1)OCO2)N1CCC(c2n[nH]c(C3CC3)n2)CC1,1.432006687,0.675686709,1.649529566,1.797597142,,,264,train
Mol248,CN(Cc1cccc(C#N)c1)Cc1ccccc1C#N,1.467756051,2.451204429,3.625142096,-0.228504787,,,1631,train
Mol249,CN1CCN(Cc2noc(Cc3ccccc3)n2)c2ccccc21,1.149219113,2.53226377,3.300817574,-0.193289967,,,153,test
Mol250,COc1ccc(C2(NCc3ccc(N4CCCC4=O)cc3)CC2)cc1,1.911317442,1.125708926,2.425389105,-0.290717711,,,62,train
Mol251,O=C(c1cccnc1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,1.555698895,2.5987369,3.102705655,-0.04333824,,,4,train
Mol252,CNC(=O)c1ccc(N(C)C2CCC2)nn1,1.674585602,1.394504213,1.605595915,-0.232246634,,,866,train
Mol253,CC#CCNc1ccc(-n2cnnn2)c(C)c1,1.28780173,1.323417121,2.116617705,-0.229335003,,,1741,test
Mol254,Nc1nc2ccccc2nc1N1CCCC1,1.474944335,2.36483043,2.527157978,-0.273006016,,,1046,train
Mol255,CCn1c(=O)n(CC)c2cc(N)ccc21,1.574031268,0.675686709,1.300921408,-0.089289029,,,1825,test
Mol256,Cc1cc(N2CCCCC2)nc(CNC(=O)c2ccccc2Cl)n1,1.81391442,1.751756258,3.001873841,-0.1734442,,,38,train
Mol257,COc1ccccc1C(=O)NCc1nc(C)cc(N2CCCCC2)n1,1.825945143,1.983662364,3.02141714,-0.613819629,,,38,train
Mol258,CCc1nnc(NC(=O)Cc2cccc(F)c2)s1,1.086359831,0.870462432,1.882649742,-0.040046006,,,182,test
Mol259,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1F,1.288919606,2.171023996,3.040661666,-0.173122588,,,8,test
Mol260,Cc1cccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,1.409933123,2.177262274,2.859452942,-0.021923053,,,12,test
Mol261,O=C(CN1CCCN(c2nccs2)CC1)Nc1cccc(Cl)c1,1.569958818,2.645352502,3.290218758,-0.069855634,,,12,test
Mol262,COc1ccccc1NC(=O)CN1CCCN(c2nc(C)cs2)CC1,1.74390155,2.554656304,3.290326493,-0.144968747,,,8,test
Mol263,CC(C)(C)c1cc(NC(=O)c2cccc3cn[nH]c23)[nH]n1,0.250420002,0.993259831,2.245922093,0.191257048,,,1860,test
Mol264,Cc1ccccc1OCCCNc1cc(Cn2c(C)nc3ccccc32)nc(N)n1,1.159567193,2.855807378,3.327467852,1.33058986,,,1803,test
Mol265,COc1ccc(-c2cccc(C3CCCN(CC(=O)Nc4ccccn4)C3)n2)cc1,0.908485019,2.118449915,3.345796839,-0.079551988,,,498,train
Mol266,O=C1CCCN1CCc1nc(-c2ccc3[nH]c(=O)oc3c2)cs1,1.770778396,0.675686709,1.818911775,1.280369079,,,358,train
Mol267,Cc1noc(C)c1C(=O)N1CCCN(c2ccc(F)cc2)CC1,1.745074792,2.045596772,2.753002846,0.256253381,,,2,train
Mol268,COCC1CCN(c2noc(-c3cccs3)n2)CC1,1.109578547,1.597552591,2.511771098,-0.266547198,,,423,train
Mol269,NC(=O)COc1ccccc1-c1ccccc1,1.59117595,1.412611726,1.878757262,-0.207161916,,,730,train
Mol270,Cc1nc(C)c(C)c(NCc2cc(-c3ccc(F)cc3)no2)n1,1.573567773,1.306875174,2.384555906,-0.042964735,,,1729,train
Mol271,Cc1cccn(Cc2cccc(F)c2)c1=O,1.377488383,0.675686709,1.857248042,-0.185803651,,,247,test
Mol272,C[C@@H](C(=O)N1CCCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.60906055,0.675686709,1.80926672,2.209515015,,,550,train
Mol273,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,0.492760389,1.817796667,2.487877603,1.786259707,,,891,train
Mol274,Cc1ccc(-c2cn(CC3CCN(Cc4c[nH]c(C)n4)CC3)nn2)cc1,1.397940009,0.675686709,1.510451171,1.367693231,,,996,train
Mol275,Clc1ccc2c(Oc3cccnc3)ncnc2c1,1.5984622,1.222404291,1.671839052,-0.184449341,,,269,train
Mol276,CC(C)(C)c1csc(NC(=O)C2CC2)n1,1.465977368,1.306167592,1.949546129,-0.197768495,,,108,train
Mol277,Cc1ccc(C(=O)Nc2ncccc2C)s1,1.5774918,0.827563111,1.53879987,-0.177903833,,,51,train
Mol278,CC(C)(C)C(=O)N1CCN(C(=O)CCN2CCOC2=O)CC1,1.797267541,0.675686709,1.027920136,1.812496417,,,1062,test
Mol279,COc1ccc(Cc2cccc(C3CCN(C(=O)C4CCCC4)CC3)n2)cc1,1.412124406,2.056054478,2.945827395,-0.18071819,,,241,train
Mol280,O=C([C@H]1CCCN(Cc2ccc(Cl)cc2)C1)N1CCc2ccccc2C1,1.635986112,2.399486814,3.584599974,-0.103347886,,,3,train
Mol281,O=C(Cn1c(=O)c2cccn2c2ccccc21)NCCCN1CCCC1,1.7182525,0.675686709,2.802245411,1.892529781,,,1216,train
Mol282,O=C(CCCc1nnc(-c2ccccc2)o1)Nc1cccc2ccccc12,0.117271296,1.854919088,3.061235655,-0.010526546,,,92,test
Mol283,CN(CC(=O)NC1(C#N)CCCCC1)c1cccc(C#N)c1,1.306853749,1.933284772,2.845618261,1.015286735,,,194,train
Mol284,Cc1nc(C2(NCc3cccc(C#N)c3)CCCC2)no1,1.677971753,1.122445256,2.702888717,-0.166822691,,,194,train
Mol285,CN(CCC1CCCCC1)C(=O)c1ccon1,1.84460142,1.606424362,2.987719878,-0.223742536,,,96,train
Mol286,CN(C)Cc1cccc(N/C(=C2\C(=O)Nc3cc(C(=O)N(C)C)ccc32)c2ccccc2)c1,1.817300878,1.881681314,2.180696337,1.657434904,,,333,train
Mol287,CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,1.698535493,0.89014146,2.32151351,1.615490771,,,1847,train
Mol288,COc1cc(C(C)C)c2c(c1)S(=O)(=O)N(COc1cc(=O)n3cccc(OCCN4CCCCC4)c3n1)C2=O,1.727459921,2.208962412,2.397159315,1.961285944,,,1182,train
Mol289,O=C(O)c1ccc(N2CCCC2)c(F)c1,1.435844366,0.675686709,1.159867847,-0.062994679,,,2,train
Mol290,Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,0.98811284,1.681340752,2.330279811,-0.252621639,,,1720,test
Mol291,Cc1cc(NC(=O)C2CCOCC2)sn1,1.751817788,0.675686709,1.027920136,-0.041048018,,,108,train
Mol292,O=C(CC1CCNCC1)NCCc1ccccc1F,1.767081621,0.675686709,1.341157437,0.943990367,,,1205,train
Mol293,N#Cc1ccc(-c2csc(CCN3CCCC3=O)n2)cc1,1.398981067,0.764176132,1.828569678,-0.00653213,,,358,train
Mol294,N#Cc1cccc(CN2CCC=C(CNC(=O)c3cccs3)C2)c1,1.718086295,1.753621355,2.645033982,0.351542707,,,488,train
Mol295,CON(C)C(=O)c1cc(C)ccc1NS(C)(=O)=O,1.522313795,0.675686709,1.027920136,0.182053466,,,82,train
Mol296,C#CCN1CCC(c2nc(Cc3noc(C)n3)no2)CC1,1.695043659,0.675686709,1.10710817,-0.135635396,,,439,train
Mol297,Cc1ccc(Cn2nccc2NC(=O)c2ccncc2)o1,1.525951341,0.876160085,2.330279811,0.357543322,,,763,train
Mol298,NC(=O)Cn1cc(-c2ccc(F)cc2)cn1,1.446692466,0.675686709,1.027920136,-0.060596511,,,300,train
Mol299,CCN(C(=O)CN1CCNC(=O)C1)c1ccc(F)cc1,1.541828767,0.675686709,1.027920136,1.694010845,,,29,test
Mol300,Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(F)c1,1.390935107,2.148473087,2.808265003,0.036543864,,,695,train
Mol301,CN(C)[C@@H]1CN(C(=O)CCn2cnc3ccccc32)C[C@H]1O,2.179264464,0.739493231,1.487166667,0.220292133,,,184,test
Mol302,N#Cc1cc(F)c(C(=O)Nc2ccnc(NC(=O)[C@H]3C[C@H]3F)c2)c(Cl)c1,1.829303773,0.675686709,1.027920136,1.629920896,,,1888,test
Mol303,CNC(=O)Cc1csc(-c2ccc(C)cc2)n1,0.608526034,2.033568496,3.002748188,-0.150116795,,,714,train
Mol304,COc1ccccc1CNC(=O)C(C)N1CCCN(c2ccccc2C#N)CC1,1.670709595,3.339893263,3.604436451,0.178072072,,,8,test
Mol305,CON(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,0.008600172,1.739983503,2.537113581,-0.358821555,,,82,train
Mol306,CCN(CC)Cc1cccc(/C=C/c2nc3ccc(F)cc3c(=O)n2-c2ccccc2Cl)n1,1.829368108,1.84105899,2.71229522,0.925585766,,,1640,train
Mol307,N#CCCN(c1ncnc2sccc12)C1CC1,1.600101256,1.042339205,2.364156856,-0.146303415,,,1050,train
Mol308,Cc1ccc2nc3c(c(C(=O)NCc4nnc5n4CCC5)c2c1)CCCC3,1.756636108,0.675686709,1.458954957,1.516845009,,,41,train
Mol309,O=c1n(CCc2ccncc2)nnn1-c1ccccc1,1.363047595,0.763802224,1.814254257,-0.243412898,,,238,train
Mol310,CCCCOc1ccc(C(=O)NCc2cc(C)on2)cc1,0.62324929,1.071550639,2.624314074,-0.24921245,,,95,test
Mol311,COc1cccc(C(=O)C[n+]2cc(-c3ccc(F)cc3)n(C)c2N)c1,1.869994,0.675686709,1.655196081,1.419535877,,,1180,test
Mol312,COc1ccc(Cc2ncnn2-c2ccc3c(c2)OCO3)c(OC)c1,1.543074235,2.118307723,3.482677107,-0.212052821,,,407,train
Mol313,O=c1[nH]nc(CCCN2CCOCC2)n1-c1cccc(Cl)c1,1.606381365,0.675686709,1.449061647,1.407861993,,,136,train
Mol314,Nc1cncc(-c2ccc(CN3CCCCC3)cc2)c1,1.414304688,1.609423646,1.750816843,-0.129160384,,,16,test
Mol315,O=C(CN1CCCC(c2ccc3cn[nH]c3n2)C1)N1CCCC1,1.580069223,0.960280464,2.527646654,1.479515079,,,851,train
Mol316,COc1cccc2c1OC(C)(C)[C@@H]1C[C@H]3CNCC[C@H]3O[C@@H]21,1.727785174,0.675686709,1.711992713,1.232459541,,,422,test
Mol317,CC1(C)Oc2ccc(Cl)cc2[C@@H]2O[C@@H]3CCNC[C@@H]3C[C@H]21,1.628286731,0.675686709,2.010800125,1.052795442,,,422,test
Mol318,CC(C)c1nccn1-c1cccc([C@@H]2CCCN2C(=O)CCc2ccccc2)n1,1.707570176,2.746029814,3.02332367,1.007906841,,,241,train
Mol319,CCn1nc(C2CCCC2)nc1-c1ccncc1,1.431363764,1.39054654,2.567680258,-0.144800496,,,435,test
Mol320,O=C([C@H]1CCCN(Cc2ccc(F)cc2)C1)N1CCc2ccccc2C1,1.699404082,2.526548619,3.563233491,-0.101057236,,,3,train
Mol321,CC1(C)Cc2cc(NC(=O)c3cnn4cccnc34)c(N3CCN(CC(F)F)CC3)nc2O1,1.885785129,1.268718346,2.08385006,0.886929427,,,1456,train
Mol322,CC(C)(C)NC(=O)c1cncn1C1CCN(c2ccc(-c3nnc(C(F)(F)F)o3)cn2)CC1,1.786254396,0.675686709,1.402398959,0.927058437,,,1339,train
Mol323,COc1ccc(-n2c(Cn3cnc(C#N)n3)nc3ccccc32)cc1,1.556543708,0.698535493,2.821992756,0.135614977,,,1174,train
Mol324,CCOC(=O)N1CCN(C(=O)c2ccc3c(c2)OCO3)CC1,1.724521627,0.675686709,2.04821644,-0.086383416,,,264,train
Mol325,Cc1nc(NCc2scnc2C)n(C)n1,1.442322956,0.675686709,1.027920136,0.623948691,,,20,test
Mol326,CCn1cc(C2CCN(Cc3ccc(C#N)cc3)CC2)cn1,1.632963168,1.087000121,2.27343882,-0.347026615,,,252,train
Mol327,CCCn1nccc1NC(=O)c1c(C)noc1C,1.498310554,0.675686709,1.027920136,0.201983396,,,763,train
Mol328,CCc1cc2c(N(C)CCO)ncnc2s1,1.611404638,1.866860112,2.142730385,-0.170002224,,,709,train
Mol329,c1cnc(N2CCC(Cc3ccncc3)CC2)nc1,1.764176132,1.039255444,2.164120773,-0.240321893,,,423,train
Mol330,Cc1cc(C)n(CCNC(=O)NC2CCOCC2)n1,1.67678503,0.675686709,1.027920136,1.451052046,,,203,train
Mol331,CCNC(=O)c1cc(C2CC2)nc2c1c(C)nn2-c1ccccn1,1.732876041,1.412443747,1.849259672,0.577752368,,,85,test
Mol332,CC(=O)Nc1ccc2nc(N3CCOCC3)sc2c1,1.643945913,0.675686709,1.364475949,-0.092968122,,,5,test
Mol333,Cc1ccc(CNC/C=C/c2ccccc2)cn1,1.464191371,1.454646716,2.61324333,-0.412584257,,,1764,test
Mol334,CC(C)(C)n1ncc(OCc2ccc(OCCOCCO)nc2)c(Cl)c1=O,1.512150537,0.913336926,1.94509913,0.65761908,,,1721,train
Mol335,CC(=O)Nc1ccc(Oc2ncnc3scc(-c4ccccc4)c23)cc1,0.949390007,1.590563209,2.641757598,-0.094478581,,,652,test
Mol336,CCCNC(=O)C1(Cc2ccccn2)CCOCC1,1.930745328,0.675686709,1.027920136,1.036571016,,,310,train
Mol337,CC1(c2ccn[nH]2)CCN(Cc2ccco2)CC1,1.321805484,0.675686709,1.883030825,-0.043677557,,,590,test
